z[km],p[mb],T[K],air[cm-3],o3[cm-3],o3[atm-cm/km],o2[cm-3],h2o[cm-3],co2[cm-3],no2[cm-3],beta_m_532[sr-1 km-1],sigma_m_532[km-1],beta_m_1064[sr-1 km-1],sigma_m_1064[km-1],beta_p_532[sr-1 km-1],sigma_p_532[km-1],beta_p_1064[sr-1 km-1],sigma_p_1064[km-1]
 29.550,   1.295e+01,   2.260e+02,   4.156e+17,   2.647e+12,   9.839e-03,   8.684e+16,   1.949e+12,   1.368e+14,   2.423e+09,   2.464e-05,   2.147e-04,   1.493e-06,   1.300e-05,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 29.400,   1.328e+01,   2.259e+02,   4.264e+17,   2.692e+12,   1.001e-02,   8.912e+16,   1.995e+12,   1.404e+14,   2.444e+09,   2.529e-05,   2.203e-04,   1.532e-06,   1.333e-05,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 29.250,   1.361e+01,   2.258e+02,   4.373e+17,   2.738e+12,   1.018e-02,   9.140e+16,   2.041e+12,   1.440e+14,   2.465e+09,   2.593e-05,   2.260e-04,   1.571e-06,   1.367e-05,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 29.100,   1.394e+01,   2.256e+02,   4.482e+17,   2.784e+12,   1.035e-02,   9.368e+16,   2.087e+12,   1.476e+14,   2.486e+09,   2.658e-05,   2.316e-04,   1.610e-06,   1.401e-05,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 28.950,   1.426e+01,   2.254e+02,   4.590e+17,   2.829e+12,   1.052e-02,   9.596e+16,   2.133e+12,   1.512e+14,   2.507e+09,   2.722e-05,   2.372e-04,   1.649e-06,   1.435e-05,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 28.800,   1.459e+01,   2.253e+02,   4.699e+17,   2.875e+12,   1.069e-02,   9.824e+16,   2.180e+12,   1.548e+14,   2.528e+09,   2.786e-05,   2.428e-04,   1.688e-06,   1.469e-05,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 28.650,   1.492e+01,   2.251e+02,   4.807e+17,   2.920e+12,   1.086e-02,   1.005e+17,   2.226e+12,   1.584e+14,   2.549e+09,   2.851e-05,   2.484e-04,   1.727e-06,   1.503e-05,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 28.500,   1.525e+01,   2.250e+02,   4.916e+17,   2.966e+12,   1.103e-02,   1.028e+17,   2.272e+12,   1.620e+14,   2.570e+09,   2.915e-05,   2.540e-04,   1.766e-06,   1.537e-05,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 28.350,   1.557e+01,   2.249e+02,   5.025e+17,   3.012e+12,   1.120e-02,   1.051e+17,   2.318e+12,   1.656e+14,   2.591e+09,   2.980e-05,   2.596e-04,   1.805e-06,   1.571e-05,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 28.200,   1.590e+01,   2.247e+02,   5.133e+17,   3.057e+12,   1.137e-02,   1.074e+17,   2.364e+12,   1.692e+14,   2.612e+09,   3.044e-05,   2.652e-04,   1.844e-06,   1.605e-05,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 28.050,   1.623e+01,   2.245e+02,   5.242e+17,   3.103e+12,   1.153e-02,   1.096e+17,   2.411e+12,   1.728e+14,   2.633e+09,   3.108e-05,   2.708e-04,   1.883e-06,   1.639e-05,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 27.900,   1.656e+01,   2.244e+02,   5.350e+17,   3.148e+12,   1.170e-02,   1.119e+17,   2.457e+12,   1.764e+14,   2.654e+09,   3.173e-05,   2.765e-04,   1.922e-06,   1.673e-05,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 27.750,   1.688e+01,   2.242e+02,   5.459e+17,   3.194e+12,   1.187e-02,   1.142e+17,   2.503e+12,   1.800e+14,   2.675e+09,   3.237e-05,   2.821e-04,   1.961e-06,   1.707e-05,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 27.600,   1.721e+01,   2.241e+02,   5.568e+17,   3.240e+12,   1.204e-02,   1.165e+17,   2.549e+12,   1.836e+14,   2.696e+09,   3.302e-05,   2.877e-04,   2.000e-06,   1.741e-05,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 27.450,   1.759e+01,   2.240e+02,   5.694e+17,   3.290e+12,   1.223e-02,   1.191e+17,   2.602e+12,   1.878e+14,   2.718e+09,   3.376e-05,   2.942e-04,   2.045e-06,   1.780e-05,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 27.300,   1.807e+01,   2.238e+02,   5.855e+17,   3.350e+12,   1.245e-02,   1.225e+17,   2.669e+12,   1.931e+14,   2.743e+09,   3.472e-05,   3.025e-04,   2.103e-06,   1.831e-05,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 27.150,   1.856e+01,   2.237e+02,   6.017e+17,   3.410e+12,   1.268e-02,   1.258e+17,   2.735e+12,   1.985e+14,   2.767e+09,   3.568e-05,   3.109e-04,   2.161e-06,   1.881e-05,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 27.000,   1.904e+01,   2.235e+02,   6.178e+17,   3.470e+12,   1.290e-02,   1.292e+17,   2.802e+12,   2.038e+14,   2.792e+09,   3.664e-05,   3.192e-04,   2.219e-06,   1.932e-05,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 26.850,   1.953e+01,   2.234e+02,   6.339e+17,   3.530e+12,   1.312e-02,   1.326e+17,   2.869e+12,   2.091e+14,   2.817e+09,   3.759e-05,   3.276e-04,   2.277e-06,   1.982e-05,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 26.700,   2.001e+01,   2.232e+02,   6.501e+17,   3.590e+12,   1.335e-02,   1.359e+17,   2.935e+12,   2.145e+14,   2.841e+09,   3.855e-05,   3.359e-04,   2.335e-06,   2.033e-05,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 26.550,   2.049e+01,   2.231e+02,   6.662e+17,   3.650e+12,   1.357e-02,   1.393e+17,   3.002e+12,   2.198e+14,   2.866e+09,   3.951e-05,   3.442e-04,   2.393e-06,   2.083e-05,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 26.400,   2.098e+01,   2.229e+02,   6.824e+17,   3.710e+12,   1.379e-02,   1.426e+17,   3.068e+12,   2.252e+14,   2.890e+09,   4.046e-05,   3.526e-04,   2.451e-06,   2.134e-05,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 26.250,   2.146e+01,   2.228e+02,   6.985e+17,   3.770e+12,   1.401e-02,   1.460e+17,   3.135e+12,   2.305e+14,   2.915e+09,   4.142e-05,   3.609e-04,   2.509e-06,   2.184e-05,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 26.100,   2.194e+01,   2.227e+02,   7.146e+17,   3.830e+12,   1.424e-02,   1.494e+17,   3.202e+12,   2.358e+14,   2.940e+09,   4.238e-05,   3.693e-04,   2.567e-06,   2.235e-05,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 25.950,   2.243e+01,   2.225e+02,   7.308e+17,   3.890e+12,   1.446e-02,   1.527e+17,   3.268e+12,   2.412e+14,   2.964e+09,   4.334e-05,   3.776e-04,   2.625e-06,   2.285e-05,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 25.800,   2.291e+01,   2.224e+02,   7.469e+17,   3.950e+12,   1.468e-02,   1.561e+17,   3.335e+12,   2.465e+14,   2.989e+09,   4.429e-05,   3.859e-04,   2.683e-06,   2.336e-05,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 25.650,   2.339e+01,   2.222e+02,   7.631e+17,   4.010e+12,   1.491e-02,   1.594e+17,   3.401e+12,   2.519e+14,   3.013e+09,   4.525e-05,   3.943e-04,   2.741e-06,   2.386e-05,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 25.500,   2.388e+01,   2.221e+02,   7.792e+17,   4.070e+12,   1.513e-02,   1.628e+17,   3.468e+12,   2.572e+14,   3.038e+09,   4.621e-05,   4.026e-04,   2.799e-06,   2.437e-05,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 25.350,   2.436e+01,   2.219e+02,   7.953e+17,   4.130e+12,   1.535e-02,   1.662e+17,   3.535e+12,   2.625e+14,   3.063e+09,   4.716e-05,   4.110e-04,   2.857e-06,   2.487e-05,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 25.200,   2.485e+01,   2.218e+02,   8.115e+17,   4.190e+12,   1.558e-02,   1.695e+17,   3.601e+12,   2.679e+14,   3.087e+09,   4.812e-05,   4.193e-04,   2.915e-06,   2.537e-05,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 25.050,   2.533e+01,   2.216e+02,   8.276e+17,   4.250e+12,   1.580e-02,   1.729e+17,   3.668e+12,   2.732e+14,   3.112e+09,   4.908e-05,   4.276e-04,   2.973e-06,   2.588e-05,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 24.900,   2.591e+01,   2.215e+02,   8.473e+17,   4.295e+12,   1.597e-02,   1.770e+17,   3.741e+12,   2.797e+14,   3.107e+09,   5.024e-05,   4.378e-04,   3.044e-06,   2.650e-05,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 24.750,   2.655e+01,   2.214e+02,   8.687e+17,   4.333e+12,   1.611e-02,   1.815e+17,   3.818e+12,   2.868e+14,   3.088e+09,   5.152e-05,   4.489e-04,   3.121e-06,   2.717e-05,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 24.600,   2.718e+01,   2.212e+02,   8.902e+17,   4.370e+12,   1.625e-02,   1.860e+17,   3.894e+12,   2.938e+14,   3.068e+09,   5.279e-05,   4.600e-04,   3.198e-06,   2.784e-05,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 24.450,   2.782e+01,   2.211e+02,   9.117e+17,   4.408e+12,   1.638e-02,   1.905e+17,   3.971e+12,   3.009e+14,   3.048e+09,   5.406e-05,   4.710e-04,   3.275e-06,   2.851e-05,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 24.300,   2.845e+01,   2.209e+02,   9.331e+17,   4.445e+12,   1.652e-02,   1.950e+17,   4.047e+12,   3.079e+14,   3.029e+09,   5.533e-05,   4.821e-04,   3.352e-06,   2.918e-05,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 24.150,   2.909e+01,   2.208e+02,   9.546e+17,   4.483e+12,   1.666e-02,   1.995e+17,   4.124e+12,   3.150e+14,   3.009e+09,   5.660e-05,   4.932e-04,   3.429e-06,   2.985e-05,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 24.000,   2.972e+01,   2.206e+02,   9.760e+17,   4.520e+12,   1.680e-02,   2.040e+17,   4.200e+12,   3.220e+14,   2.990e+09,   5.788e-05,   5.043e-04,   3.506e-06,   3.052e-05,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 23.850,   3.046e+01,   2.205e+02,   1.001e+18,   4.558e+12,   1.694e-02,   2.093e+17,   4.290e+12,   3.304e+14,   2.984e+09,   5.934e-05,   5.170e-04,   3.594e-06,   3.129e-05,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 23.700,   3.121e+01,   2.203e+02,   1.025e+18,   4.595e+12,   1.708e-02,   2.145e+17,   4.380e+12,   3.388e+14,   2.978e+09,   6.079e-05,   5.297e-04,   3.683e-06,   3.206e-05,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 23.550,   3.195e+01,   2.201e+02,   1.050e+18,   4.633e+12,   1.722e-02,   2.198e+17,   4.470e+12,   3.472e+14,   2.972e+09,   6.225e-05,   5.424e-04,   3.771e-06,   3.283e-05,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 23.400,   3.269e+01,   2.200e+02,   1.074e+18,   4.670e+12,   1.736e-02,   2.250e+17,   4.560e+12,   3.556e+14,   2.966e+09,   6.371e-05,   5.551e-04,   3.859e-06,   3.360e-05,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 23.250,   3.343e+01,   2.199e+02,   1.099e+18,   4.708e+12,   1.750e-02,   2.303e+17,   4.650e+12,   3.640e+14,   2.960e+09,   6.517e-05,   5.679e-04,   3.948e-06,   3.437e-05,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 23.100,   3.418e+01,   2.197e+02,   1.124e+18,   4.745e+12,   1.764e-02,   2.355e+17,   4.740e+12,   3.724e+14,   2.954e+09,   6.663e-05,   5.806e-04,   4.036e-06,   3.513e-05,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 22.950,   3.496e+01,   2.196e+02,   1.150e+18,   4.776e+12,   1.775e-02,   2.411e+17,   4.833e+12,   3.813e+14,   2.948e+09,   6.820e-05,   5.942e-04,   4.131e-06,   3.596e-05,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 22.800,   3.583e+01,   2.194e+02,   1.180e+18,   4.794e+12,   1.782e-02,   2.472e+17,   4.932e+12,   3.910e+14,   2.940e+09,   6.997e-05,   6.097e-04,   4.239e-06,   3.690e-05,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 22.650,   3.670e+01,   2.192e+02,   1.210e+18,   4.812e+12,   1.789e-02,   2.534e+17,   5.031e+12,   4.008e+14,   2.932e+09,   7.175e-05,   6.252e-04,   4.346e-06,   3.784e-05,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 22.500,   3.757e+01,   2.191e+02,   1.240e+18,   4.830e+12,   1.796e-02,   2.595e+17,   5.130e+12,   4.105e+14,   2.925e+09,   7.353e-05,   6.407e-04,   4.454e-06,   3.877e-05,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 22.350,   3.844e+01,   2.190e+02,   1.270e+18,   4.848e+12,   1.802e-02,   2.657e+17,   5.229e+12,   4.203e+14,   2.917e+09,   7.531e-05,   6.562e-04,   4.562e-06,   3.971e-05,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 22.200,   3.931e+01,   2.188e+02,   1.300e+18,   4.866e+12,   1.809e-02,   2.718e+17,   5.328e+12,   4.300e+14,   2.910e+09,   7.709e-05,   6.717e-04,   4.670e-06,   4.065e-05,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 22.050,   4.018e+01,   2.186e+02,   1.330e+18,   4.884e+12,   1.816e-02,   2.780e+17,   5.427e+12,   4.398e+14,   2.902e+09,   7.887e-05,   6.872e-04,   4.777e-06,   4.159e-05,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 21.900,   4.115e+01,   2.185e+02,   1.363e+18,   4.878e+12,   1.813e-02,   2.849e+17,   5.540e+12,   4.507e+14,   2.887e+09,   8.083e-05,   7.043e-04,   4.896e-06,   4.262e-05,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 21.750,   4.218e+01,   2.184e+02,   1.398e+18,   4.860e+12,   1.807e-02,   2.923e+17,   5.660e+12,   4.623e+14,   2.867e+09,   8.287e-05,   7.221e-04,   5.020e-06,   4.370e-05,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 21.600,   4.320e+01,   2.182e+02,   1.432e+18,   4.842e+12,   1.800e-02,   2.996e+17,   5.780e+12,   4.738e+14,   2.848e+09,   8.492e-05,   7.399e-04,   5.144e-06,   4.478e-05,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 21.450,   4.422e+01,   2.181e+02,   1.467e+18,   4.824e+12,   1.793e-02,   3.070e+17,   5.900e+12,   4.854e+14,   2.828e+09,   8.696e-05,   7.577e-04,   5.268e-06,   4.586e-05,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 21.300,   4.524e+01,   2.179e+02,   1.501e+18,   4.806e+12,   1.787e-02,   3.143e+17,   6.020e+12,   4.969e+14,   2.809e+09,   8.901e-05,   7.756e-04,   5.392e-06,   4.694e-05,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 21.150,   4.627e+01,   2.178e+02,   1.536e+18,   4.788e+12,   1.780e-02,   3.217e+17,   6.140e+12,   5.085e+14,   2.789e+09,   9.106e-05,   7.934e-04,   5.516e-06,   4.802e-05,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 21.000,   4.729e+01,   2.176e+02,   1.570e+18,   4.770e+12,   1.773e-02,   3.290e+17,   6.260e+12,   5.200e+14,   2.770e+09,   9.310e-05,   8.112e-04,   5.639e-06,   4.909e-05,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 20.850,   4.849e+01,   2.175e+02,   1.612e+18,   4.770e+12,   1.773e-02,   3.376e+17,   6.403e+12,   5.335e+14,   2.740e+09,   9.559e-05,   8.329e-04,   5.790e-06,   5.041e-05,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 20.700,   4.969e+01,   2.173e+02,   1.654e+18,   4.770e+12,   1.773e-02,   3.461e+17,   6.545e+12,   5.470e+14,   2.710e+09,   9.808e-05,   8.546e-04,   5.941e-06,   5.172e-05,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 20.550,   5.089e+01,   2.172e+02,   1.696e+18,   4.770e+12,   1.773e-02,   3.547e+17,   6.688e+12,   5.605e+14,   2.680e+09,   1.006e-04,   8.763e-04,   6.092e-06,   5.303e-05,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 20.400,   5.209e+01,   2.171e+02,   1.738e+18,   4.770e+12,   1.773e-02,   3.632e+17,   6.830e+12,   5.740e+14,   2.650e+09,   1.031e-04,   8.980e-04,   6.243e-06,   5.435e-05,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 20.250,   5.329e+01,   2.169e+02,   1.780e+18,   4.770e+12,   1.773e-02,   3.718e+17,   6.973e+12,   5.875e+14,   2.620e+09,   1.056e-04,   9.197e-04,   6.394e-06,   5.566e-05,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 20.100,   5.449e+01,   2.168e+02,   1.822e+18,   4.770e+12,   1.773e-02,   3.803e+17,   7.115e+12,   6.010e+14,   2.590e+09,   1.080e-04,   9.414e-04,   6.545e-06,   5.697e-05,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 19.950,   5.576e+01,   2.167e+02,   1.866e+18,   4.751e+12,   1.766e-02,   3.893e+17,   7.266e+12,   6.152e+14,   2.556e+09,   1.106e-04,   9.639e-04,   6.701e-06,   5.833e-05,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 19.800,   5.717e+01,   2.167e+02,   1.912e+18,   4.694e+12,   1.745e-02,   3.992e+17,   7.434e+12,   6.308e+14,   2.514e+09,   1.134e-04,   9.879e-04,   6.868e-06,   5.979e-05,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 19.650,   5.857e+01,   2.167e+02,   1.959e+18,   4.637e+12,   1.724e-02,   4.091e+17,   7.602e+12,   6.464e+14,   2.472e+09,   1.161e-04,   1.012e-03,   7.035e-06,   6.124e-05,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 19.500,   5.998e+01,   2.167e+02,   2.005e+18,   4.580e+12,   1.703e-02,   4.190e+17,   7.770e+12,   6.620e+14,   2.430e+09,   1.189e-04,   1.036e-03,   7.202e-06,   6.270e-05,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 19.350,   6.139e+01,   2.167e+02,   2.052e+18,   4.523e+12,   1.681e-02,   4.289e+17,   7.938e+12,   6.776e+14,   2.388e+09,   1.217e-04,   1.060e-03,   7.369e-06,   6.415e-05,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 19.200,   6.279e+01,   2.167e+02,   2.098e+18,   4.466e+12,   1.660e-02,   4.388e+17,   8.106e+12,   6.932e+14,   2.346e+09,   1.244e-04,   1.084e-03,   7.536e-06,   6.560e-05,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 19.050,   6.420e+01,   2.167e+02,   2.145e+18,   4.409e+12,   1.639e-02,   4.487e+17,   8.274e+12,   7.088e+14,   2.304e+09,   1.272e-04,   1.108e-03,   7.703e-06,   6.706e-05,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 18.900,   6.577e+01,   2.167e+02,   2.197e+18,   4.353e+12,   1.618e-02,   4.597e+17,   8.465e+12,   7.261e+14,   2.256e+09,   1.303e-04,   1.135e-03,   7.892e-06,   6.870e-05,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 18.750,   6.742e+01,   2.167e+02,   2.253e+18,   4.297e+12,   1.598e-02,   4.713e+17,   8.668e+12,   7.443e+14,   2.205e+09,   1.336e-04,   1.164e-03,   8.091e-06,   7.044e-05,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 18.600,   6.906e+01,   2.167e+02,   2.308e+18,   4.242e+12,   1.577e-02,   4.828e+17,   8.870e+12,   7.624e+14,   2.154e+09,   1.369e-04,   1.193e-03,   8.290e-06,   7.217e-05,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 18.450,   7.071e+01,   2.167e+02,   2.364e+18,   4.186e+12,   1.556e-02,   4.944e+17,   9.073e+12,   7.806e+14,   2.103e+09,   1.402e-04,   1.221e-03,   8.490e-06,   7.391e-05,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 18.300,   7.236e+01,   2.167e+02,   2.419e+18,   4.131e+12,   1.536e-02,   5.059e+17,   9.275e+12,   7.987e+14,   2.052e+09,   1.434e-04,   1.250e-03,   8.689e-06,   7.564e-05,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 18.150,   7.400e+01,   2.167e+02,   2.475e+18,   4.075e+12,   1.515e-02,   5.175e+17,   9.478e+12,   8.169e+14,   2.001e+09,   1.467e-04,   1.279e-03,   8.888e-06,   7.738e-05,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 18.000,   7.565e+01,   2.167e+02,   2.530e+18,   4.020e+12,   1.494e-02,   5.290e+17,   9.680e+12,   8.350e+14,   1.950e+09,   1.500e-04,   1.307e-03,   9.088e-06,   7.911e-05,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 17.850,   7.758e+01,   2.167e+02,   2.595e+18,   3.943e+12,   1.466e-02,   5.425e+17,   9.938e+12,   8.563e+14,   1.888e+09,   1.539e-04,   1.341e-03,   9.319e-06,   8.113e-05,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 17.700,   7.951e+01,   2.167e+02,   2.659e+18,   3.867e+12,   1.438e-02,   5.560e+17,   1.020e+13,   8.776e+14,   1.827e+09,   1.577e-04,   1.374e-03,   9.551e-06,   8.315e-05,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 17.550,   8.143e+01,   2.167e+02,   2.724e+18,   3.790e+12,   1.409e-02,   5.695e+17,   1.045e+13,   8.989e+14,   1.765e+09,   1.615e-04,   1.407e-03,   9.783e-06,   8.516e-05,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 17.400,   8.336e+01,   2.167e+02,   2.788e+18,   3.714e+12,   1.381e-02,   5.830e+17,   1.071e+13,   9.202e+14,   1.704e+09,   1.653e-04,   1.441e-03,   1.001e-05,   8.718e-05,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 17.250,   8.529e+01,   2.167e+02,   2.853e+18,   3.637e+12,   1.352e-02,   5.965e+17,   1.097e+13,   9.415e+14,   1.642e+09,   1.692e-04,   1.474e-03,   1.025e-05,   8.920e-05,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 17.100,   8.722e+01,   2.167e+02,   2.917e+18,   3.561e+12,   1.324e-02,   6.100e+17,   1.123e+13,   9.628e+14,   1.581e+09,   1.730e-04,   1.507e-03,   1.048e-05,   9.121e-05,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 16.950,   8.925e+01,   2.167e+02,   2.985e+18,   3.485e+12,   1.296e-02,   6.243e+17,   1.152e+13,   9.852e+14,   1.518e+09,   1.770e-04,   1.542e-03,   1.072e-05,   9.334e-05,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 16.800,   9.150e+01,   2.167e+02,   3.060e+18,   3.410e+12,   1.268e-02,   6.400e+17,   1.186e+13,   1.010e+15,   1.452e+09,   1.815e-04,   1.581e-03,   1.099e-05,   9.569e-05,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 16.650,   9.375e+01,   2.167e+02,   3.135e+18,   3.335e+12,   1.240e-02,   6.558e+17,   1.221e+13,   1.034e+15,   1.386e+09,   1.859e-04,   1.620e-03,   1.126e-05,   9.803e-05,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 16.500,   9.600e+01,   2.167e+02,   3.210e+18,   3.260e+12,   1.212e-02,   6.715e+17,   1.255e+13,   1.059e+15,   1.320e+09,   1.904e-04,   1.659e-03,   1.153e-05,   1.004e-04,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 16.350,   9.825e+01,   2.167e+02,   3.285e+18,   3.185e+12,   1.184e-02,   6.873e+17,   1.290e+13,   1.083e+15,   1.254e+09,   1.948e-04,   1.697e-03,   1.180e-05,   1.027e-04,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 16.200,   1.005e+02,   2.167e+02,   3.360e+18,   3.110e+12,   1.156e-02,   7.030e+17,   1.324e+13,   1.107e+15,   1.188e+09,   1.992e-04,   1.736e-03,   1.207e-05,   1.051e-04,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 16.050,   1.028e+02,   2.167e+02,   3.435e+18,   3.035e+12,   1.128e-02,   7.188e+17,   1.359e+13,   1.132e+15,   1.122e+09,   2.037e-04,   1.775e-03,   1.234e-05,   1.074e-04,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 15.900,   1.053e+02,   2.167e+02,   3.519e+18,   2.972e+12,   1.105e-02,   7.362e+17,   1.436e+13,   1.160e+15,   1.059e+09,   2.087e-04,   1.818e-03,   1.264e-05,   1.100e-04,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 15.750,   1.079e+02,   2.167e+02,   3.608e+18,   2.915e+12,   1.084e-02,   7.545e+17,   1.535e+13,   1.190e+15,   9.982e+08,   2.139e-04,   1.864e-03,   1.296e-05,   1.128e-04,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 15.600,   1.105e+02,   2.167e+02,   3.696e+18,   2.858e+12,   1.062e-02,   7.728e+17,   1.634e+13,   1.220e+15,   9.372e+08,   2.192e-04,   1.910e-03,   1.328e-05,   1.156e-04,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 15.450,   1.132e+02,   2.167e+02,   3.785e+18,   2.801e+12,   1.041e-02,   7.911e+17,   1.733e+13,   1.250e+15,   8.761e+08,   2.244e-04,   1.955e-03,   1.359e-05,   1.183e-04,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 15.300,   1.158e+02,   2.167e+02,   3.873e+18,   2.744e+12,   1.020e-02,   8.094e+17,   1.832e+13,   1.280e+15,   8.151e+08,   2.297e-04,   2.001e-03,   1.391e-05,   1.211e-04,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 15.150,   1.185e+02,   2.167e+02,   3.962e+18,   2.687e+12,   9.989e-03,   8.277e+17,   1.931e+13,   1.310e+15,   7.540e+08,   2.349e-04,   2.047e-03,   1.423e-05,   1.239e-04,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
